STT,Tên HO,Ngành nghề,Địa chỉ HO,MST,TTP,MCK,url
289,TỔNG CÔNG TY CP PHÁT TRIỂN KHU CÔNG NGHIỆP,,"Số 1, Đường 1, KCN Biên Hoà 1 - Phường An Bình - TP. Biên Hòa - Tỉnh Đồng Nai",3600335363,Đồng Nai,SNZ,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SNZ
290,Công ty Cổ phần DNP Holding,,Đường 9 KCN Nhơn Trạch 1-Phường An Bình-TP. Biên Hòa-Tỉnh Đồng Nai,3600662561,Đồng Nai,DNP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DNP
292,CÔNG TY CP VĨNH HOÀN,,Quốc Lộ 30 - Phường 11 - TP. Cao Lãnh - Tỉnh Đồng Tháp,1400112623,Đồng Tháp,VHC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VHC
304,CÔNG TY CỔ PHẦN ĐẦU TƯ EVERLAND,,"Tầng 3, Tòa nhà 97-99 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",0104228175,Hà Nội,EVG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=EVG
305,CÔNG TY CP BAO BÌ VÀ IN NÔNG NGHIỆP,,Số 72 Trường Chinh - Phường Phương Mai - Quận Đống Đa - TP. Hà Nội,0101508664,Hà Nội,INN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=INN
306,CÔNG TY CP BẤT ĐỘNG SẢN THẾ KỶ,,"Tầng 1, Số 137 Nguyễn Ngọc Vũ - Phường Trung Hòa - Quận Cầu Giấy - TP. Hà Nội",0101160306,Hà Nội,CRE,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CRE
307,CÔNG TY CP BÓNG ĐÈN PHÍCH NƯỚC RẠNG ĐÔNG,,87-89 Hạ Đình - Phường Thanh Xuân Trung - Quận Thanh Xuân - TP. Hà Nội,0101526991,Hà Nội,RAL,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=RAL
308,CÔNG TY CP CAO SU SAO VÀNG,,Số 231 Nguyễn Trãi - Phường Thượng Đình - Quận Thanh Xuân - TP. Hà Nội,0100100625,Hà Nội,SRC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SRC
310,CÔNG TY CP CHỨNG KHOÁN SÀI GÒN - HÀ NỘI,,"Tầng 1-5, Tòa nhà Unimex Hà Nội, Số 41 Ngô Quyền - Phường Hàng Bài - Quận Hoàn Kiếm - TP. Hà Nội",0102524651,Hà Nội,SHS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SHS
318,CÔNG TY CP ĐẦU TƯ TỔNG HỢP HÀ NỘI,,"Tầng 9, Tòa nhà Peakview, 36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",0102287094,Hà Nội,SHN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SHN
319,CÔNG TY CP ĐẦU TƯ VÀ XÂY DỰNG VINA2,,Tầng 2-4-Tòa nhà D1-Khu đô thị mới Kim Văn-Kim Lũ-Phường Đại Kim-Quận Hoàng Mai-TP. Hà Nội,0100105895,Hà Nội,VC2,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VC2
320,CÔNG TY CP ĐẦU TƯ VÀ XÂY DỰNG XUÂN MAI,,Tầng 4-Tòa Tháp Xuân Mai-Đường Tô Hiệu-Phường Hà Cầu-Quận Hà Đông-TP. Hà Nội,0500443916,Hà Nội,XMC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=XMC
321,CÔNG TY CP ĐẦU TƯ VĂN PHÚ - INVEST,,104 Thái Thịnh - Phường Trung Liệt - Quận Đống Đa - TP. Hà Nội,0102702590,Hà Nội,VPI,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VPI
324,"CÔNG TY CP ĐẦU TƯ, THƯƠNG MẠI VÀ DỊCH VỤ - VINACOMIN",,Số 1 Phan Đình Giót - Phường Phương Liệt - Quận Thanh Xuân - TP. Hà Nội,0200170658,Hà Nội,ITS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ITS
325,CTCP Thiết bị điện GELEX,,"Số 52 phố Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",0107547109,Hà Nội,GEE,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GEE
329,CÔNG TY CP DƯỢC PHẨM HÀ TÂY,,Số 10A Quang Trung - Quận Hà Đông - TP. Hà Nội,0500391400,Hà Nội,DHT,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DHT
333,CÔNG TY CP FECON,,"Tầng 15, Tháp CEO, Lô HH2-1, KĐT Mễ Trì Hạ - Đường Phạm Hùng - Phường Mễ Trì - Quận Nam Từ Liêm - TP. Hà Nội",0101502599,Hà Nội,FCN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FCN
336,CÔNG TY CP HÀNG KHÔNG VIETJET,,302/3 phố Kim Mã - Phường Ngọc Khánh - Quận Ba Đình - TP. Hà Nội,0102325399,Hà Nội,VJC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VJC
340,CÔNG TY CP KOSY,,"B6-BT5, Khu đô thị mới Mỹ Đình 2 - Phường Mỹ Đình 2 - Quận Nam Từ Liêm - TP. Hà Nội",0102681319,Hà Nội,KOS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KOS
343,CÔNG TY CP LICOGI 13,,"Tòa nhà LICOGI 13, đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",0100106426,Hà Nội,LIG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=LIG
349,CÔNG TY CP PVI,,"Tòa Nhà Pvi, Lô Vp2, Phố Phạm Văn Bạch, Phường Yên Hoà, Quận Cầu Giấy, Thành Phố Hà Nội, Việt Nam",0100151161,Hà Nội,PVI,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PVI
350,CÔNG TY CP QUỐC TẾ SƠN HÀ,,Lô CN1 - Cụm công nghiệp Từ Liêm - Phường Minh Khai - Quận Bắc Từ Liêm - TP. Hà Nội,0100776445,Hà Nội,SHI,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SHI
353,CÔNG TY CP SCI,,"Tầng 3, Tháp C, Tòa Nhà Golden Palace - Đường Mễ Trì - Phường Mễ Trì - Quận Nam Từ Liêm - TP. Hà Nội",0101405355,Hà Nội,S99,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=S99
356,CÔNG TY CP TẬP ĐOÀN C.E.O,,"Tầng 5, Tháp CEO, Lô HH2-1, Đường Phạm Hùng - Phường Mễ Trì - Quận Nam Từ Liêm - TP. Hà Nội",0101183550,Hà Nội,CEO,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CEO
357,CÔNG TY CP TẬP ĐOÀN CIENCO4,,"Tầng 10-11 Tòa nhà ICON4, số 243A Đường Đê La Thành-Phường Láng Thượng-Quận Đống Đa-TP. Hà Nội",2900324850,Hà Nội,C4G,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=C4G
358,CÔNG TY CP TẬP ĐOÀN CÔNG NGHỆ CMC,,Tòa nhà CMC - Số 11 Phố Duy Tân - Phường Dịch Vọng Hậu - Quận Cầu Giấy - TP. Hà Nội,0100244112,Hà Nội,CMG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CMG
359,CÔNG TY CP TẬP ĐOÀN ĐẠI DƯƠNG,,"Số 4 Láng Hạ, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",0102278484,Hà Nội,OGC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=OGC
360,CÔNG TY CP TẬP ĐOÀN ĐẠT PHƯƠNG,,"Tầng 15, Tòa nhà Handico, KĐT mới Mễ Trì Hạ - Đường Phạm Hùng - Phường Mễ Trì - Quận Nam Từ Liêm - TP. Hà Nội",0101218757,Hà Nội,DPG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DPG
363,CÔNG TY CP TẬP ĐOÀN F.I.T,,"Tầng 5, tòa Times Tower - HACC 1 Complex Building, số 35 đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",0102182140,Hà Nội,FIT,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FIT
364,CÔNG TY CP TẬP ĐOÀN FLC,,"Tầng 5, Tòa nhà FLC Land Mark Tower Đường Lê Đức Thọ-Phường Mỹ Đình 2-Quận Nam Từ Liêm-TP. Hà Nội",0102683813,Hà Nội,FLC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FLC
365,CÔNG TY CP TẬP ĐOÀN GELEX,,GELEX Tower - 52 Lê Đại Hành - Phường Lê Đại Hành - Quận Hai Bà Trưng - TP. Hà Nội,0100100512,Hà Nội,GEX,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GEX
366,CÔNG TY CP TẬP ĐOÀN HÀ ĐÔ,,Số 8 Láng Hạ - Phường Thành Công - Quận Ba Đình - TP. Hà Nội,0100283802,Hà Nội,HDG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HDG
370,CÔNG TY CP TẬP ĐOÀN NHỰA ĐÔNG Á,,"Lô 1-Cn5-Cụm Công Nghiệp Ngọc Hồi, Xã Ngọc Hồi, Huyện Thanh Trì, Thành Phố Hà Nội",0101099228,Hà Nội,DAG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DAG
371,CÔNG TY CP TẬP ĐOÀN PAN,,"Lô A1-9, Đường Vl3, Kcn Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tỉnh Long An, Việt Nam",0301472704,Hà Nội,PAN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PAN
372,CÔNG TY CP TẬP ĐOÀN PC1,,"Số 18 Lý Văn Phúc, Lý Văn Phúc, Phường Cát Linh, Quận Đống Đa, Hà Nội",0100100745,Hà Nội,PC1,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PC1
378,CÔNG TY CP THAIHOLDINGS,,Số 210 Đường Trần Quang Khải - Phường Tràng Tiền - Quận Hoàn Kiếm - TP. Hà Nội,0105202998,Hà Nội,THD,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=THD
385,CÔNG TY CP TRAPHACO,,75 Yên Ninh - Phường Quán Thánh - Quận Ba Đình - TP. Hà Nội,0100108656,Hà Nội,TRA,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TRA
387,CÔNG TY CP VẬN TẢI VÀ XẾP DỠ HẢI AN,,"Tầng 7, Số 45 Triệu Việt Vương - Phường Bùi Thị Xuân - Quận Hai Bà Trưng - TP. Hà Nội",0103818809,Hà Nội,HAH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HAH
390,CÔNG TY CP VINCOM RETAIL,,"Số 7, Đường Bằng Lăng 1 - KĐT Sinh Thái Vinhomes Riverside - Phường Việt Hưng - Quận Long Biên - TP. Hà Nội",0105850244,Hà Nội,VRE,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VRE
392,CÔNG TY CP XÂY DỰNG FLC FAROS,,Số 265 Cầu Giấy - Phường Dịch Vọng - Quận Cầu Giấy - TP. Hà Nội,0105167581,Hà Nội,ROS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ROS
394,CÔNG TY CP XÂY DỰNG PHỤC HƯNG HOLDINGS,,"Tầng 1, Tháp A, Tòa Nhà CT2 (The Light), Đường Tố Hữu - Phường Trung Văn - Quận Nam Từ Liêm - TP. Hà Nội",0101311315,Hà Nội,PHC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PHC
395,CÔNG TY CP XÂY DỰNG SCG,,"Tầng 8, toà nhà Sunshine Center, 16 Phạm Hùng - Phường Mỹ Đình 2 - Quận Nam Từ Liêm - TP. Hà Nội",0108704763,Hà Nội,SCG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SCG
400,CÔNG TY TÀI CHÍNH CỔ PHẦN TÍN VIỆT,,"Tầng 17, tòa nhà MIPEC TOWER, số 229 Tây Sơn - Phường Ngã Tư Sở - Quận Đống Đa - TP. Hà Nội",0102766770,Hà Nội,TIN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TIN
401,Cty Tài Chính Cổ Phần Điện Lực,,"Tầng 14,15,16 Thấp B Tòa Nhà Evn Số 11 Cửa Bắc, Phường Trúc Bạch, Quận Ba Đình, Thành Phố Hà Nội",0102806367,Hà Nội,EVF,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=EVF
428,NGÂN HÀNG TMCP ĐẠI CHÚNG VIỆT NAM,,"Số 22, Ngô Quyền, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội",0101057919,Hà Nội,PVF,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PVF
433,TỔNG CÔNG TY 36,,141 Hồ Đắc Di-Phường Nam Đồng- Quận Đống Đa-TP. Hà Nội,0105454762,Hà Nội,G36,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=G36
439,TỔNG CÔNG TY CP BIA - RƯỢU - NƯỚC GIẢI KHÁT HÀ NỘI,,"Số 183, Phố, Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",0101376672,Hà Nội,BHN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=BHN
441,TỔNG CÔNG TY CP XUẤT NHẬP KHẨU VÀ XÂY DỰNG VIỆT NAM,,Tòa nhà Vinaconex - 34 Láng Hạ - Quận Đống Đa - TP. Hà Nội,0100105616,Hà Nội,VCG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VCG
442,TỔNG CÔNG TY ĐỨC GIANG - CTCP,,59 Đức Giang - Long Biên - Phường Đức Giang - Quận Long Biên - TP. Hà Nội,0100101403,Hà Nội,MGG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MGG
443,TỔNG CÔNG TY DƯỢC VIỆT NAM - CTCP,,"Số 12 Ngô Tất Tố, Phường Văn Miếu, Quận Đống Đa, Thành Phố Hà Nội",0100109385,Hà Nội,DVN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DVN
444,TỔNG CÔNG TY HÓA CHẤT VÀ DỊCH VỤ DẦU KHÍ - CTCP,,Tầng 6 & 7 - Tòa nhà Viện Dầu khí - số 173 - Trung Kính - Phường Yên Hòa - Quận Cầu Giấy - TP. Hà Nội,0100150873,Hà Nội,PVC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PVC
445,Tổng Công Ty Lắp Máy Việt Nam - Ctcp,,124 Minh Khai-Phường Minh Khai-Quận Hai Bà Trưng-TP. Hà Nội,0100106313,Hà Nội,LLM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=LLM
446,TỔNG CÔNG TY LICOGI- CTCP,,"Nhà G1, Phường Thanh Xuân Nam, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",0100106440,Hà Nội,LIC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=LIC
447,TỔNG CÔNG TY MAY 10 - CTCP,,765A Nguyễn Văn Linh - Phường Sài Đồng - Quận Long Biên - TP. Hà Nội,0100101308,Hà Nội,M10,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=M10
448,TỔNG CÔNG TY MÁY ĐỘNG LỰC VÀ MÁY NÔNG NGHIỆP VIỆT NAM - CTCP,,"Lô D, Khu D1 - Phường Phú Thượng - Quận Tây Hồ - TP. Hà Nội",0100103866,Hà Nội,VEA,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VEA
449,TỔNG CÔNG TY THIẾT BỊ ĐIỆN ĐÔNG ANH - CTCP,,Số 189 Đường Lâm Tiên-Thị trấn Đông Anh-Huyện Đông Anh-TP. Hà Nội,0100101322,Hà Nội,TBD,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TBD
450,TỔNG CÔNG TY THƯƠNG MẠI HÀ NỘI - CTCP,,38-40 Lê Thái Tổ - Phường Hàng Trống - Quận Hoàn Kiếm - TP. Hà Nội,0100101273,Hà Nội,HTM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HTM
454,TỔNG CÔNG TY XÂY DỰNG HÀ NỘI,,"Số 57 Quang Trung, Nguyễn Du-Phường Nguyễn Du-Quận Hai Bà Trưng-TP. Hà Nội",0100106338,Hà Nội,HAN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HAN
456,TỔNG CÔNG TY HÀNG HẢI VIỆT NAM - CTCP,,"Tòa nhà Ocean Park, Số1 Đào Duy Anh - Phường Phương Mai - Quận Đống Đa - TP. Hà Nội",0100104595,Hà Nội,MVN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MVN
459,Công ty Cổ phần Nhựa An Phát Xanh,,"Lô CN 11-CN 12, Cụm Công nghiệp An Đồng - Thị trấn Nam Sách - Huyện Nam Sách - Tỉnh Hải Dương",0800373586,Hải Dương,AAA,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=AAA
463,CÔNG TY CP TẬP ĐOÀN AN PHÁT HOLDINGS,,"Lô CN11+CN12, cụm CN An Đồng - Thị trấn Nam Sách - Huyện Nam Sách - Tỉnh Hải Dương",0801210129,Hải Dương,APH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=APH
465,CÔNG TY CP CƠ KHÍ XÂY DỰNG AMECC,,Km 35-Quốc lộ 10-Xã Quốc Tuấn-Huyện An Lão-Hải Phòng,0200786983,Hải Phòng,AMS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=AMS
467,CÔNG TY CP ĐẦU TƯ DỊCH VỤ TÀI CHÍNH HOÀNG HUY,,116 Nguyễn Đức Cảnh - Phường Cát Dài - Quận Lê Chân - TP. Hải Phòng,0200117929,Hải Phòng,TCH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TCH
468,CÔNG TY CP ĐẦU TƯ THƯƠNG MẠI XNK VIỆT PHÁT,,97 Bạch Đằng-Phường Hạ Lý- Quận Hồng Bàng-TP. Hải Phòng,0200826844,Hải Phòng,VPG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VPG
470,CÔNG TY CP NHỰA THIẾU NIÊN TIỀN PHONG,,Số 2 An Đà - Phường Lạch Tray - Quận Ngô Quyền - TP. Hải Phòng,0200167782,Hải Phòng,NTP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=NTP
472,CÔNG TY CP SẢN XUẤT VÀ CÔNG NGHỆ NHỰA PHA LÊ,,"Lô Đất CN4.3 KCN MP Đình Vũ, Khu Kinh tế Đình Vũ-Cát Hải - Phường Đông Hải 2 - Quận Hải An - TP. Hải Phòng",0103018538,Hải Phòng,PLP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PLP
475,CÔNG TY CP VẬN TẢI 1 TRACO,,Số 271 Lê Thánh Tông - Phường Máy Chai - Quận Ngô Quyền - TP. Hải Phòng,0200380768,Hải Phòng,TR1,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TR1
486,CÔNG TY CP TẬP ĐOÀN HÒA PHÁT,,KCN Phố Nối A - Xã Giai Phạm - Huyện Yên Mỹ - Tỉnh Hưng Yên,0900189284,Hưng Yên,HPG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HPG
487,CÔNG TY CP THUẬN ĐỨC,,Thôn Bằng Ngang - Thị trấn Lương Bằng - Huyện Kim Động - Tỉnh Hưng Yên,0900264799,Hưng Yên,TDP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TDP
495,CÔNG TY CP DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,,Số 3 Nguyễn Du. - Phường Đức Thắng - TP. Phan Thiết - Tỉnh Khánh Hòa,3400382278,Khánh Hòa,ABS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ABS
503,CÔNG TY CP TẬP ĐOÀN TƯ VẤN ĐẦU TƯ XÂY DỰNG KIÊN GIANG,,34 Trần Phú - Phường Vĩnh Thanh - TP. Rạch Giá - Tỉnh Kiên Giang,1700113586,Kiên Giang,CKG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CKG
504,CÔNG TY CP THƯƠNG MẠI KIÊN GIANG,,190 Trần Phú - Phường Vĩnh Thanh Vân - TP. Rạch Giá - Tỉnh Kiên Giang,1700523208,Kiên Giang,KTC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KTC
505,NGÂN HÀNG TMCP KIÊN LONG,,40-42-44 Phạm Hồng Thái - Phường Vĩnh Thanh Vân - TP. Rạch Giá - Tỉnh Kiên Giang,1700197787,Kiên Giang,KLB,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KLB
510,CÔNG TY CP TẬP ĐOÀN HOÀNG LONG,,"Tòa nhà Hoàng Long, Số 68 Nguyễn Trung Trực - Khu phố 9 - Thị trấn Bến Lức - Huyện Bến Lức - Tỉnh Long An",1100414052,Long An,HLG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HLG
520,CÔNG TY CP MAY SÔNG HỒNG,,Số 105 Đường Nguyễn Đức Thuận - Phường Thống Nhất - TP. Nam Định - Tỉnh Nam Định,0600333307,Nam Định,MSH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MSH
523,NGÂN HÀNG TMCP BẮC Á,,117 Quang Trung - Phường Quang Trung - TP. Vinh - Tỉnh Nghệ An,2900325526,Nghệ An,BAB,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=BAB
525,CÔNG TY CP GIẤY VIỆT TRÌ,,Đường Sông Thao - Phường Bến Gót - TP. Việt Trì - Tỉnh Phú Thọ,2600107284,Phú Thọ,GVT,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GVT
537,CÔNG TY CP THỰC PHẨM SAO TA,,"Km 2132, Quốc lộ 1A - Phường 2 - TP. Sóc Trăng - Tỉnh Sóc Trăng",2200208753,Sóc Trăng,FMC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FMC
